"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100","PC101","PC102"
"X4.509",0.0061462,-0.0019353,0.00070475,-0.032399,-0.0046501,0.0052322,-0.0088006,0.041463,-0.052164,-0.077236,0.011115,-0.045029,0.014672,-0.013808,0.080456,0.0090321,0.0065078,0.021448,0.010208,-0.10804,-0.041988,0.028204,-0.057199,-0.030562,-0.041041,-0.010833,-0.0031461,0.038643,0.034725,0.035504,-0.01517,0.050025,0.0021028,-0.017713,0.0047973,0.015771,0.016752,0.023791,0.0097692,0.011325,-0.010655,0.00014361,0.014137,0.014246,0.023712,0.013048,-0.011935,0.0091923,-0.021272,0.016848,-0.021167,0.0056968,0.038213,0.020744,-0.014528,-0.013294,-0.017423,0.0038147,-0.057408,0.0099161,0.027098,-0.0010685,-0.021482,-0.047235,0.010125,0.015324,0.049251,0.03337,0.00953,-0.019492,0.020001,-0.02813,-0.010141,0.017046,0.059604,0.0079094,-0.034096,0.050762,0.0051844,0.047289,0.050398,0.020902,0.0084209,-0.010137,0.022565,-0.016975,-0.0026664,-0.065864,0.0048511,0.010019,-0.020571,-0.02329,-0.061725,0.024958,-0.0059672,-0.014429,-0.014825,0.037706,-0.018207,-0.014973,-0.029306,-0.01288
"X4.52904",0.020393,-0.0080613,0.015491,-0.037703,-0.021678,0.0020239,0.0093169,0.0091584,-0.0502,-0.10449,-0.0054845,-0.053991,0.021143,-0.08729,0.096549,-0.00093813,0.0054508,0.044311,0.0069943,-0.17317,-0.081399,0.10362,-0.069332,-0.056169,-0.051797,0.03485,-0.023659,0.022249,0.040678,0.049342,0.011234,0.069802,-0.00111,-0.00073494,0.0037512,0.037462,0.025575,0.047252,0.018858,0.026787,-0.014279,-0.069928,-0.00030032,0.10674,-0.016503,-0.0080831,-0.023688,0.026189,0.0040005,0.029564,-0.0075514,0.052114,0.028516,0.0068029,-0.019385,-0.00807,-0.003418,0.029071,0.032394,-0.0023225,-0.038477,0.037418,-0.0057413,0.00045008,0.0040734,0.029779,-0.025602,0.062761,-0.060544,-0.0037251,-0.030307,0.011496,-0.01005,0.0052482,-0.028906,-0.054172,-0.0070268,0.033268,0.037458,-0.013869,0.01691,-0.10008,-0.026967,0.043266,0.024854,0.032425,0.0045804,0.029811,-0.096379,0.036583,0.020833,-0.024293,0.04345,0.061147,-0.016156,-0.017175,0.049038,-0.023465,0.045969,-0.024103,0.01547,-0.0086809
"X4.54908",0.012224,0.00082121,0.043009,-0.031417,-0.011422,-0.010686,0.0048772,0.0028958,-0.035322,-0.10935,-0.011858,-0.090905,0.030563,-0.14707,0.14578,-0.014002,0.018752,0.055557,0.013864,-0.27348,-0.12878,0.16562,-0.10651,-0.11892,-0.095674,0.060907,-0.059619,0.0117,0.077167,0.066907,-0.0024744,0.065431,-0.015903,0.0048461,-0.0035064,0.023336,0.036844,0.081053,0.0072738,0.036024,-0.0069794,-0.053655,-0.019162,0.1024,-0.0052834,-0.057371,-0.018636,0.028763,0.025252,0.036585,-0.056845,0.045293,0.060618,-9.7516e-05,-0.029992,-0.01317,0.0082671,-0.019859,0.018345,-0.011503,-0.0074166,0.0026582,-0.011536,0.044623,-0.026879,-0.0013025,-0.035713,0.014292,-0.072477,0.022937,7.6556e-05,0.041149,-0.023716,-0.048908,-0.0013164,-0.010059,0.0026999,-0.035756,0.0050843,-0.012009,-0.0031633,-0.11609,-0.0049165,0.045028,-0.0037953,-0.006556,-0.0071501,0.0091868,-0.0031162,-0.041912,0.026428,0.0050981,0.057852,-0.015771,-0.002669,-0.028093,0.033867,-0.044923,-0.035235,-0.024823,0.041516,0.024204
"X4.56912",0.0074794,-0.0062382,0.041024,-0.02163,-0.012485,0.004187,0.0048204,-0.010047,-0.041004,-0.10095,0.012687,-0.086458,0.052051,-0.16929,0.17998,0.00091167,0.044906,0.050849,-0.0096651,-0.33585,-0.15641,0.17956,-0.14062,-0.15547,-0.12973,0.061784,-0.08411,0.0052942,0.10859,0.09516,-0.0010471,0.063476,-0.012807,-0.025323,0.0007076,-0.012191,0.020399,0.10547,-0.016991,0.026974,-0.036541,0.0051257,0.0028831,0.05892,-0.0071858,-0.09116,-0.01795,0.025816,0.049988,-0.006606,-0.080581,0.037721,0.048628,-0.0050648,-0.034876,-0.020151,-0.019489,-0.033768,-0.0045617,0.042353,0.035315,-0.038825,-0.055577,-0.006254,0.045934,-0.013297,0.0035254,0.029044,-0.022553,-0.053584,0.088591,-0.026089,0.0050312,-0.04291,0.049144,0.0035923,0.029123,-0.061597,-0.021726,0.012618,-0.019435,0.041423,0.023704,0.053993,-0.012181,-0.066693,0.0015294,-0.058979,0.06217,-0.046985,0.013925,0.017461,-0.066811,-0.023307,0.010417,-0.099948,-0.032478,0.016914,-0.038402,0.085614,-0.053886,0.018827
"X4.72944",0.029819,-0.030942,-0.029754,0.0020877,-0.013353,-0.072298,0.0078774,0.015974,-0.02854,-0.038248,-0.019068,0.038438,0.10176,0.17805,0.0023966,-0.054182,0.030129,-0.018685,-0.035808,-0.065372,-0.048583,-0.064604,0.039407,0.027373,-0.011639,0.060022,-0.012164,0.0050523,-0.026224,-0.058876,-0.044572,0.013317,0.0044653,0.031386,0.05388,-0.003629,-0.046811,0.030381,0.049131,-0.01036,-0.0070343,-0.13241,0.08247,-0.051382,-0.010353,-0.056344,-0.00027579,0.0117,0.00017573,0.05519,0.044571,0.054063,0.08572,-0.058904,0.016886,0.019469,-0.030892,0.08748,0.043622,0.052914,-0.080091,-0.088268,0.024214,-0.11443,0.052543,-0.047592,0.08848,-0.03252,0.035995,-0.0054989,0.035036,-0.043259,0.037616,0.022074,0.033495,-0.055073,-0.0059263,-0.033767,0.0022137,0.03695,0.031905,-0.014766,-0.075858,-0.02962,0.018179,-0.084663,-0.054893,0.049278,-0.0063248,-0.035583,0.081126,-0.046439,0.018623,0.0030986,-0.059834,-0.061328,-0.057627,0.042385,-0.040845,-0.014793,0.031033,0.0020031
"X4.74948",0.026737,0.022185,-0.0092818,-0.0023124,-0.023705,-0.043501,0.015502,0.036712,-0.027606,-0.039058,-0.062451,-0.019043,0.037735,0.069188,0.044714,0.014506,-0.012913,0.010328,0.0097842,-0.0147,0.0062854,0.003229,0.029584,0.029649,0.045076,0.026566,0.035719,-0.038198,-0.024546,0.0076913,0.028353,0.05499,-0.02552,0.00025959,0.013044,-0.034576,0.015331,-0.0079521,-0.0019425,0.0029162,-0.058685,0.0293,0.057847,0.044745,-0.058408,-0.039533,-0.025544,0.065146,-0.094633,0.029776,0.074936,-0.017415,-0.043173,-0.054501,0.048392,-0.0299,0.019558,0.045643,-0.016431,-0.017947,0.031205,-0.043947,-0.0083626,-0.029538,0.013849,0.024156,0.05268,0.061134,0.020849,-0.0077419,-0.0065359,-0.075487,-0.024339,-0.030621,-0.048826,0.0068594,-0.0039423,0.0025273,0.016079,-0.0076213,0.03051,0.054899,0.027762,-0.027829,0.017783,0.0085725,-0.017751,-0.035831,0.020799,-0.0072604,0.0036871,0.0035966,-0.091883,0.041398,0.012434,0.05247,-0.03581,-0.016531,-0.026544,0.02397,-0.052718,-0.0092982
"X4.76952",0.0204,0.05729,0.023829,-0.031397,0.011222,-0.067709,0.034529,0.028301,0.00055494,-0.044903,-0.1097,-0.0057521,-0.075314,0.0048893,0.023862,0.0012315,0.022106,-0.045621,0.043159,0.0085491,-0.021312,0.064018,0.043217,0.090747,0.079652,-0.019092,-0.071193,-0.065941,-0.027606,0.097404,0.053426,-0.01729,-0.035333,0.028789,0.001801,-0.039824,0.015633,-0.0048376,-0.026392,-0.019252,-0.010824,0.061329,0.023741,0.070194,0.0070298,-0.01929,-0.019974,-0.015147,-0.075594,0.048404,0.029578,0.033148,0.044656,0.035952,0.076406,0.015003,0.0085247,-0.059427,0.01475,0.0017817,0.08806,0.0033847,0.001071,0.010933,-0.049526,0.039498,-0.03908,-0.0024512,-0.015507,0.020348,0.038838,-0.017975,0.06922,0.020991,-0.042297,0.083226,-0.030408,0.078632,-0.070177,0.05024,-0.017142,-0.005907,0.057633,-0.017048,0.017375,0.026929,-0.0076527,-0.014518,0.039293,-0.0092552,-0.072387,-0.0047312,-0.044241,-0.03202,0.00116,0.066334,0.0028566,0.046229,0.11614,-0.020504,0.080707,-0.033753
"X4.78956",0.01221,-0.0058368,-0.01159,-0.0011558,-0.032914,0.0087782,-0.019078,0.048142,-0.03706,-0.036294,0.028889,-0.0583,-0.015212,0.041594,0.06078,0.04063,-0.020661,0.0079839,-0.0060157,0.01647,0.021664,-0.06586,0.048146,0.01074,-0.020119,0.023489,0.061437,-0.043283,0.037051,0.083467,-0.050482,0.067566,-0.078842,-0.031768,-0.0079202,0.034459,0.065864,-0.029699,-0.040987,-0.039648,-0.13439,0.052205,0.012301,0.020968,-0.0066637,0.033189,0.051779,0.056414,-0.085206,-0.017287,-0.046678,-0.074968,-0.1069,0.061488,-0.03339,0.013494,-0.094253,0.055607,-0.029842,-0.026683,-0.039523,0.097954,-0.043003,0.041545,-0.089917,-0.12233,0.015391,0.066204,-0.027829,-0.054761,-0.12302,0.056358,0.084688,0.076127,-0.15003,-0.1389,0.033069,-0.04179,-0.016829,0.063367,-0.12384,-0.042438,-0.046846,-0.0162,-0.10674,0.045068,-0.011739,0.034603,-0.012833,-0.076463,-0.0067599,-0.06418,0.086354,0.05817,0.03731,0.12472,-0.013208,-0.075186,-0.018052,-0.04022,0.029316,-0.0056706
"X4.8096",-0.0030322,0.0016332,-0.01532,-0.025583,-0.0061821,0.017361,-0.015985,0.060811,-0.048637,-0.049657,0.0091245,-0.038697,0.01623,0.032688,0.046776,-0.0015987,-0.010005,0.0060166,0.01333,-0.0015824,-0.0086636,-0.020304,-0.00065998,0.014981,0.0029615,-0.014975,0.015207,0.03016,0.0016086,-0.0064639,-0.03979,0.039608,-0.021351,0.0085973,0.0017625,0.01845,0.0097144,-0.010964,-0.0041595,0.0084686,-0.016411,0.0045835,0.0083067,-0.0048017,0.019569,0.018754,-0.0025822,0.005366,-0.02284,0.027346,0.01032,0.0088119,0.027415,0.033595,0.016785,0.030933,-0.0077877,-0.02646,-0.023708,0.0086383,-0.020846,0.014353,-0.0084445,0.0056002,-0.030445,0.033855,0.026116,-0.0056638,-0.0073615,-0.016252,-0.0138,0.0089764,0.0094528,0.015671,-0.00442,0.010793,-0.0048711,0.0017918,-0.0061333,0.004806,-0.023836,-0.0074067,-0.0071157,-0.028796,-0.019695,0.015763,-0.024369,0.0070724,-0.02208,-0.012684,0.024417,0.019168,0.011158,0.011704,0.0013673,0.047545,-0.047279,-0.01603,-0.0034842,-0.0094337,-0.0048486,0.003759
"X4.82964",-0.0012475,-0.0070674,-0.0054046,-0.030184,-0.0039462,0.055667,-0.020891,0.048122,-0.051741,-0.032495,0.038898,-0.04122,0.010435,0.0040527,0.04851,-0.011522,-0.012546,0.015616,0.035596,-0.0045045,0.0030353,0.0074144,0.0044095,0.024355,0.06525,0.0019849,0.02113,0.023397,0.0095227,0.02295,-0.0032677,0.033112,-0.035753,-0.0096883,0.020233,-0.021942,0.011925,-0.053149,0.0071705,0.02925,0.033627,-0.025022,0.024725,0.0036888,0.032044,0.021974,-0.011427,0.00061833,-0.014174,-0.008135,0.027854,0.018538,0.048251,0.049705,0.026477,0.037442,0.009692,0.013242,-0.022679,-0.0017147,-0.085165,0.015228,0.041904,0.0089719,-0.033581,0.012764,0.016443,-0.0073735,0.0014257,0.026399,0.006652,0.018677,0.053291,0.027267,-0.0034244,-0.016072,-0.031841,-0.022472,-0.053569,0.0086517,-0.023489,0.031991,-0.014923,-0.048194,0.0094911,-0.020114,0.011959,0.026384,0.036147,-0.0084478,0.023729,0.020332,0.031676,0.0071451,0.015081,0.032165,0.010476,0.0056278,0.0053507,0.028259,0.01229,-0.0026337
"X4.84968",-0.0046801,0.0051256,-0.015986,-0.023846,-0.0022099,0.013813,-0.019502,0.061303,-0.046476,-0.04807,0.011328,-0.036404,0.012096,0.028706,0.044976,-0.0015058,-0.011898,0.0038588,0.011217,0.0056635,-0.0066582,-0.025812,0.0020352,0.021522,0.0059323,-0.0203,0.017191,0.02459,0.0041724,-0.0058644,-0.043546,0.031578,-0.013016,-0.00035406,0.015138,0.01576,0.012718,-0.014187,0.0044243,0.0020879,-0.02943,0.014937,0.015734,-0.0064201,0.003445,0.015188,-0.0085244,0.006298,-0.029504,0.027361,0.0052948,0.0010497,0.021284,0.036831,0.025414,0.0379,0.011026,-0.011703,-0.023806,0.018028,-0.016142,0.010358,0.00045159,-0.011126,-0.02136,0.041245,0.019693,0.0022375,0.013832,-0.011225,-0.017675,-0.01008,0.031011,0.023728,0.024394,-6.7326e-05,-0.01668,0.00092606,-0.016862,0.0090382,-0.021531,0.0021275,-0.017599,-0.021571,-0.030333,0.010799,0.020729,-0.00056346,-0.024057,-0.040093,0.029898,-0.009243,0.0088863,-0.017191,-0.0093226,0.0014994,-0.021952,-0.011994,-0.030932,-0.015758,-0.003784,-0.017509
"X4.86972",-0.0045959,0.0026008,-0.013904,-0.027283,-0.0029763,0.0073241,-0.019176,0.061007,-0.041502,-0.046407,0.0064927,-0.032786,0.024634,0.03449,0.045298,-0.0021834,-0.010162,0.0006103,0.0047296,0.0022801,-0.0059063,-0.020618,-0.012377,0.02306,0.014876,-0.016775,0.014024,0.028291,0.012004,-0.010469,-0.031919,0.042757,-0.0063146,0.00045726,0.0060142,0.015505,0.0078435,-0.013769,-0.0048715,-0.00094617,-0.011406,0.011175,0.036848,-0.0035181,0.017357,0.01541,-0.0061835,0.00066398,-0.018453,0.011328,0.025242,0.0014498,0.016174,0.0033614,0.020586,0.0052112,-0.0046013,0.0040371,-0.014228,0.012237,-0.015912,0.0057248,0.011795,-0.023485,-0.019408,0.048377,0.0077272,-0.0064666,0.0075387,0.0043679,-0.0098031,0.0096474,0.044934,-0.004347,0.030647,0.0020267,-0.025956,-0.0035361,0.025728,0.030856,-0.035476,0.0022158,-0.040526,-0.028938,-0.05618,-0.007841,0.0015428,-0.026057,-0.0047177,-0.0073938,0.0070986,0.02192,0.014637,-0.0088621,0.036812,0.067536,-0.0015478,-0.012206,0.040196,0.0083191,-0.0031889,0.0048801
"X4.88976",-0.0035201,0.0012651,-0.012284,-0.025814,-0.0013226,0.014521,-0.016805,0.059278,-0.044809,-0.045274,0.012847,-0.035066,0.024417,0.019769,0.051418,-0.005103,-0.010371,-0.0012498,0.017897,-0.010274,-0.017762,-0.011192,-0.016039,0.017238,0.019798,-0.016812,0.0010707,0.026759,0.0083577,-0.0099689,-0.031974,0.030423,-0.011754,-0.00018068,0.011857,0.0084507,0.0011898,-0.013667,-0.0022073,0.0018932,0.007599,0.0054044,0.024783,0.0066184,0.006952,0.010752,-0.01806,-0.0078945,-0.012631,0.0055915,0.028916,0.0074981,0.041904,0.0099706,0.012961,0.025075,-0.0029881,-0.034648,-0.0090717,0.025005,-0.033694,0.016633,0.014312,-0.010356,-0.041754,0.055462,-0.0071338,-0.0035456,0.0019692,0.025127,-0.020372,0.01785,0.042631,0.0053673,0.012882,0.0063955,-0.021642,-0.0019679,0.0063143,-0.020029,-0.050825,-0.038359,-0.032584,-0.048203,-0.055515,0.020819,-0.0081798,-0.028252,0.0073842,-0.029333,0.019227,0.00093059,0.03456,0.018144,-0.021065,0.065067,0.0075479,-0.0075209,0.047312,-0.025139,0.032501,-0.0013067
"X4.9098",-0.0062322,-0.017031,-0.0036445,-0.029058,0.001399,0.083195,-0.017972,0.063344,-0.041237,0.00098253,0.068948,-0.028614,0.0096183,-0.019597,0.046657,-0.036775,0.003134,0.017839,0.047586,-0.0042061,0.0010208,0.040347,-0.0048978,0.020707,0.094203,0.015783,-0.00069849,0.015048,-0.02511,0.023069,0.081498,0.052992,-0.048971,-0.043545,0.044649,-0.020421,0.0094113,-0.10736,0.022812,0.038347,0.073917,-0.079203,0.02814,0.0019186,0.038404,-0.0018991,-0.042707,0.020191,0.040855,-0.010388,0.063398,0.023923,0.058419,0.037865,0.038475,0.061384,-0.016659,0.047013,-0.013731,-0.034851,-0.085448,-0.0064107,0.017467,-0.016952,0.033498,-0.034189,0.036098,-0.078687,0.019805,0.075198,0.089846,-0.024215,0.040962,0.070835,0.073528,-0.03554,-0.03868,-0.069149,-0.097654,0.015519,0.011552,0.17432,-0.047083,-0.018358,0.03835,-0.0087703,0.03378,0.055192,0.096783,-0.011325,0.039113,0.04115,0.043713,0.062996,0.030628,0.045697,-0.010512,-0.010568,0.0062918,0.012799,0.062989,0.010341
"X4.92984",-0.0020097,-0.031084,0.018145,-0.001447,0.017074,0.026618,-0.017444,0.12574,0.0068136,0.00084314,0.03946,0.024569,0.00039365,0.0062927,0.046146,-0.031194,0.001705,-0.011742,-0.024976,0.018575,0.0033489,-0.022482,-0.0077675,-0.030756,0.012452,-0.023341,-0.026447,-0.021274,-0.096746,0.014511,0.034303,0.075129,-0.02737,-0.043486,-0.01933,0.029807,0.0010818,-0.014087,-0.044467,-0.035267,0.03212,-0.012076,0.024214,-0.02121,-0.02192,0.012046,0.00058192,0.073911,0.037083,-0.012894,0.10986,-0.0036458,-0.032305,0.018243,0.01868,0.050997,0.0010169,-0.0632,0.035582,0.077195,0.071472,0.038368,-0.12445,-0.0085982,0.058447,-0.030035,0.028061,0.079104,-0.017896,0.02762,0.045118,-0.01322,-0.019448,0.014173,0.0069078,-0.064458,0.055733,0.098063,0.037925,0.027206,0.078342,0.069227,0.022128,-0.06667,0.026579,0.064916,0.017115,0.052584,-0.0079485,0.015101,-0.054193,0.0010061,0.048989,-0.018226,-0.086303,-0.17028,0.079559,0.013378,-0.076462,0.028856,0.059276,0.01252
"X4.94988",-0.0066296,-0.0095522,0.0035527,-0.011485,0.020943,-0.014974,-0.015933,0.1121,0.0043576,-0.01083,0.0020015,-0.0013829,0.016711,0.0038923,0.046999,-0.0071787,-0.011752,0.0024193,-0.016472,0.010208,0.017726,-0.062622,-0.03884,0.0041505,0.016956,-0.0044148,-0.019245,-0.018725,-0.027186,-0.013549,-0.017924,0.041007,-0.006503,-0.026598,-0.012397,0.003575,-0.01327,-0.019358,-0.036953,-0.005794,0.02549,-0.0068387,0.02956,-0.028306,-0.020012,-0.0052795,-0.017971,0.030658,0.03893,-0.0056126,0.013181,-0.0036135,0.0077474,-0.035303,-0.0095772,-0.0051924,-0.037315,-0.031614,0.034312,0.055539,0.00043446,0.017567,-0.030012,-0.062691,0.028234,0.037326,-0.0048775,-0.022045,-0.0068994,0.050486,-0.016242,0.036557,0.013375,-0.012718,-5.7939e-05,-0.055935,-0.0287,0.050383,0.052433,-0.0071067,0.015661,0.065973,-0.0079422,-0.062723,-0.027323,0.056613,-0.023984,-0.024031,0.017681,-0.021569,-0.015348,-0.018837,0.078292,-0.0063661,-0.023394,-0.030137,-0.0088096,0.022928,-0.0081354,-0.039483,0.035735,-0.00059823
"X4.96992",-0.0088795,0.0020295,-0.0113,-0.023515,-0.00052858,0.013438,-0.020868,0.066399,-0.039367,-0.037841,0.0057896,-0.03262,0.023017,0.0285,0.046048,-0.0068503,-0.0056357,0.00048897,0.0084031,0.012471,-0.0079838,-0.02131,-0.0018879,0.012739,0.011629,-0.016309,0.0026601,0.035167,0.0016953,-0.023334,-0.031592,0.033139,-0.025933,-0.004402,0.0042976,0.0087464,0.014502,-0.022075,-0.0039165,1.6481e-05,-0.0044944,0.0020032,0.026401,-0.012624,-0.006853,0.00033407,-0.016353,0.0018028,-0.025242,0.015773,0.02888,0.0045689,0.00757,0.015748,0.021293,0.028156,-0.016079,-0.013249,-0.011024,0.023954,0.00045886,0.0098555,-0.027896,-0.0029108,0.0040778,0.0055412,0.01418,0.0073581,0.0023634,-0.010703,0.0024996,0.0033626,0.014776,0.0098601,0.015321,0.0056518,0.0042686,0.0049645,0.018762,0.0043439,-0.018204,0.0089783,-0.018357,-0.016826,-0.0092882,0.0063138,0.0094277,0.0054954,-0.023164,-0.00070683,0.0083757,-0.017005,0.010334,0.0062133,0.019057,0.014139,-0.0040734,0.019362,-0.0041757,-0.012424,0.016448,0.021379
"X4.98996",-0.011229,0.0065641,-0.014001,-0.023769,-0.0028327,0.011362,-0.01956,0.058912,-0.040454,-0.038152,0.0042235,-0.035563,0.024634,0.028449,0.044866,-0.0043792,-0.0039689,-0.0035956,0.0056483,0.012224,-0.0063865,-0.017027,-0.0097953,0.021399,0.018245,-0.01303,0.0024361,0.043017,0.011562,-0.020653,-0.030476,0.025336,-0.02338,-0.0020116,0.013585,0.0061597,0.0085407,-0.020866,0.0098691,0.002898,-0.0086902,0.0029193,0.017235,-0.0018954,-0.0041482,-0.0012072,-0.018553,-0.0036406,-0.023067,0.012033,0.021619,0.0029236,0.0057213,0.014422,0.017106,0.02099,-0.010614,0.0075315,-0.012989,0.0041044,0.0067985,0.0031721,-0.020371,-0.00030101,0.0063327,0.025456,0.011193,0.017382,0.0027044,-0.0017247,0.014817,0.010713,0.021887,0.0088097,0.026511,0.006432,-0.0010692,-0.0067404,0.024335,0.0013421,-0.010988,-0.0025456,-0.031628,9.1588e-05,-0.0011008,-0.011958,0.00080402,-0.014831,-0.01429,-0.020036,0.0068789,-0.009997,0.019467,0.0073653,0.018512,0.042972,-0.0060357,0.018354,-0.0065646,-0.017046,0.00019491,-0.017548
"X5.01",-0.013036,0.0072124,-0.014725,-0.023364,-0.0026242,0.0098191,-0.019468,0.056884,-0.039292,-0.036657,0.0030669,-0.033225,0.024859,0.028243,0.042715,-0.0058924,-0.0037768,-0.0037728,0.0026448,0.012722,-0.0080764,-0.019589,-0.011758,0.021269,0.019528,-0.0091017,0.00032404,0.043658,0.010039,-0.024918,-0.030385,0.02571,-0.025248,0.0052016,0.014624,0.0041174,0.0070039,-0.019002,0.01368,0.0046035,-0.0089692,0.005547,0.01863,-0.0033571,0.00074763,-0.0063808,-0.015318,-0.0042008,-0.015729,0.011374,0.029417,0.0024548,0.00239,0.011966,0.013866,0.015097,-0.010674,0.0063368,-0.0094657,0.0008854,0.013774,0.00042065,-0.019699,-0.0094572,0.00012983,0.030664,0.012821,0.016501,-0.00062631,-0.0022729,0.011142,0.013608,0.019328,0.01226,0.021369,-0.0069884,-0.0063229,-0.0011316,0.02426,-0.015314,-0.023058,-0.0069817,-0.015429,0.0064273,0.004424,-0.01913,0.0062241,-0.010296,-0.0097981,-0.031971,-0.00019181,-0.0033199,0.005694,0.0052613,0.0064622,0.039594,-0.0058943,0.042036,-0.0082215,-0.033419,0.019415,-0.009385
"X5.03004",-0.013644,0.0081888,-0.014377,-0.023875,-0.001887,0.010247,-0.018321,0.055674,-0.037424,-0.033268,0.0020989,-0.033633,0.030158,0.028456,0.042516,-0.0054515,-0.00092377,-0.0015117,0.0056469,0.013418,-0.0072738,-0.018552,-0.011368,0.019881,0.019386,-0.0091626,0.00047959,0.042101,0.015098,-0.029437,-0.030922,0.024477,-0.028432,0.0029735,0.016325,0.0037991,0.0047257,-0.021529,0.010565,0.0043797,-0.0087817,0.0071516,0.018215,-0.005498,-0.0089632,-0.0042115,-0.013461,-0.0098945,-0.022852,0.0091282,0.029259,0.0012905,0.0053318,0.014796,0.023899,0.022342,-0.015437,0.008659,-0.012163,-0.0019407,0.015549,0.0034466,-0.022714,-0.0010895,-0.0034097,0.025215,0.014232,0.0082521,-0.0014207,0.0062383,0.011316,0.013999,0.020981,0.0089184,0.02074,-0.0086816,0.012781,-0.0035302,0.028545,-0.012777,-0.014813,-0.010338,-0.021871,0.00069113,-0.020931,-0.026929,-0.011433,-0.024926,-0.016712,-0.014294,-0.00085649,0.0015115,0.0081382,0.012269,0.024305,0.022517,-0.017153,0.015688,0.0044803,-0.012133,0.029326,-0.017203
"X5.05008",-0.015551,0.0071244,-0.014317,-0.022903,-0.0039287,0.010376,-0.01998,0.054788,-0.035403,-0.033014,0.0028509,-0.03476,0.031166,0.024816,0.043114,-0.0058745,0.00011981,-0.0016797,0.0058958,0.013085,-0.0074797,-0.015772,-0.0090268,0.022331,0.020548,-0.0075603,0.00044198,0.040886,0.017319,-0.030315,-0.02805,0.022748,-0.0327,0.00071439,0.016497,0.0049238,0.0058703,-0.02508,0.014487,0.0049809,-0.0015081,0.0056677,0.014823,-0.0058297,-0.01083,-0.0026033,-0.014648,-0.012022,-0.022729,0.0095827,0.028491,0.0028293,0.01044,0.021605,0.019899,0.024231,-0.016834,0.010256,-0.004568,-0.0039482,0.024832,-0.0092374,-0.016175,-0.00051236,-0.0076803,0.022465,0.0085644,0.013238,-1.9973e-05,0.0010713,0.016576,0.013538,0.017215,0.022225,0.034568,-0.015287,0.0093333,-0.011532,0.021315,0.0076417,-0.011863,-0.0082459,-0.033623,0.014098,0.0045587,-0.021973,-0.01328,-0.0037616,-0.012365,-0.039751,0.0032891,-0.0031653,0.025808,0.036043,0.029725,0.015297,-0.019433,0.0053671,-0.01992,-0.017938,0.018158,-0.019932
"X5.07012",-0.017586,0.0052998,-0.012398,-0.019655,-2.1617e-05,0.0089453,-0.019479,0.063524,-0.029644,-0.02786,0.0074227,-0.030558,0.030206,0.022981,0.042417,-0.0088232,0.0019534,-0.00633,-0.00088741,0.015257,-0.0043906,-0.019159,-0.010595,0.015245,0.021368,-0.013236,-0.00075727,0.036631,0.0079854,-0.024894,-0.021541,0.025421,-0.028475,-0.0035039,0.010742,0.0079459,0.00038189,-0.022621,0.0064402,-0.00058005,-0.0055312,0.0084718,0.015639,-0.0059373,-0.013465,-0.0017666,-0.012312,-0.0075441,-0.010154,-0.00012451,0.037592,0.0086396,0.01015,0.0068838,0.024857,0.022324,-0.015782,-0.0019493,0.0049131,-0.004931,0.03607,-0.0017989,-0.023291,0.00040305,-0.0093768,0.02389,0.014855,0.027984,-0.013332,0.023766,0.032553,0.0040613,0.028569,0.0083074,0.024279,-0.016369,-0.0034987,0.0042501,0.013522,-0.0069438,-0.025968,0.00838,-0.018217,0.0012677,-0.012771,-0.029282,-0.040506,-0.017957,-0.0049848,-0.035935,-0.00058852,0.014014,0.01917,0.029304,0.034101,0.0050599,-0.0027219,0.012165,-0.0091303,0.0036929,0.040321,-0.0032461
